run_name,duration,min_region_bytes,max_region_bytes,mean_region_bytes,std_region_bytes,overall_dedup,mean_domain_phys,std_domain_phys,min_domain_phys,max_domain_phys,mean_domain_logical,std_domain_logical,min_domain_logical,max_domain_logical,mean_pod_phys,std_pod_phys,min_pod_phys,max_pod_phys,mean_pod_logical,std_pod_logical,min_pod_logical,max_pod_logical,pod1 dedup,pod2 dedup,pod3 dedup,pod4 dedup,pod5 dedup,pod6 dedup,pod7 dedup,pod8 dedup
ex0-run11,3.51061267058055,312987,6291433,5360186.39012366,1318050.01634956,15,6209585.09261939,4519944.99699743,203383,71160321,92837497.4196816,227973910.366574,1221536,3639745696,536352912.375,62031364.311337,468131159,664904047,8018838839.625,1851237226.99746,5893654210,11303600396,12.9,20.6,10.7,14.1,15.1,16.7,10.8,20
ex0-run12,3.26139642000198,1764555,12582884,9456177.87691628,2926122.83562131,16.2,8731178.39072848,8076993.78296851,349347,129973875,141613047.940397,401001439.270022,4201291,4897485976,494402976.375,112452304.069839,391538024,738077023,8018838839.625,3218409823.00073,5350777304,15047111079,21.2,23.6,8.6,14.7,9.5,12.5,12.8,36.9
ex0-run13,3.70198096434275,57977,4194304,4171318.7279407,223178.73041632,12.7,3234886.53265045,2515381.0343268,153857,64619564,41069597.1299616,70875939.6317922,303392,1596945433,631611595.5,57466036.4623869,528150622,688655907,8018838839.625,1305267685.30802,6587334888,10216855660,15,13.5,14.2,12.9,13.9,9.9,10.4,12
ex0-run14,3.45473081270854,256301,8388602,8320455.3459144,592834.028749182,9.9,5761792.29527208,4002795.57001896,271505,94647006,57226325.3496878,88693757.7474527,1392140,1795776858,807371145.375,68048452.0754924,697120579,868761500,8018838839.625,1261476441.68391,6636430497,10342170078,11.9,10.6,11.2,10.2,10.2,8.5,8.3,8.6
ex0-run15,3.36575349171956,312987,6291433,5360186.39012366,1318050.01634956,19.1,4105033.45110025,3388264.13035194,240274,53592634,78423851.7322738,180196212.571233,947166,1283997476,419739670.375,56771422.1057594,344743287,538114358,8018838839.625,1926817454.89987,5862522413,11606633223,21.6,18.2,20.1,22,13.6,15.4,16.7,25.8
ex0-run16,3.1782235622406,1764555,12582884,9456177.87691628,2926122.83562131,18.9,6998376.56378601,5616696.55160093,349347,87840438,131997347.154321,316671985.229945,4201291,2965361723,425151376.25,47515470.446667,343834389,473806008,8018838839.625,1649081332.13836,5998142828,11240372822,18,18.6,16.7,17.6,16.2,19.3,18.8,25.2
ex0-run17,3.63926304976145,57977,4194304,4171318.7279407,223178.73041632,12.7,5960671.4295858,4348321.9152485,233032,67060320,75918000.8485207,106884128.913985,481722,1651427916,629595919.75,53756414.3332466,556979419,705341508,8018838839.625,944931795.448026,6358961976,9045237011,10.9,12.9,14,13.3,13.1,12.5,12.6,12.5
ex0-run18,3.50227404435476,256301,8388602,8320455.3459144,592834.028749182,10,9204609.60458453,6567951.39261877,500531,104227402,91906462.3452722,120745255.289652,2379415,1862850753,803102188,86127395.0462963,677600045,937121665,8018838839.625,1168334665.04837,6218427940,10070694074,9.2,10.6,10.4,10.1,8.9,10.7,10.2,9.6
ex0-run19,3.44116111199061,312987,6291433,5360186.39012366,1318050.01634956,19.1,5931349.82477876,4982357.37312888,385182,57474408,113541080.915044,226037219.307319,947166,1290285939,418901581.375,51592011.2330601,373329164,527679355,8018838839.625,2666258348.26457,4469745811,13181428351,15.5,10.7,29.1,20.7,13.6,23.2,17.8,23.3
ex0-run20,3.18232698043187,1764555,12582884,9456177.87691628,2926122.83562131,18.9,8680825.91304348,7154173.51130489,491916,87840438,164068313.85422,375700142.179481,4201291,3496401202,424275366.5,94754365.1939498,360670579,637541126,8018838839.625,2568727191.737,4751638811,12218795674,19,20.3,28.4,13.5,13.7,17,11.8,31.5
ex0-run21,3.61078468958537,57977,4194304,4171318.7279407,223178.73041632,12.6,3168604.72699005,1760137.32963615,55307,17397786,39894720.5951493,58578983.1647488,115954,582049121,636889550.125,42358455.9542748,583671597,686851968,8018838839.625,845006638.456345,6818951865,9596119833,12.8,12.8,11.5,12.7,12.2,12.6,14.7,11.4
ex0-run22,3.538574163119,256301,8388602,8320455.3459144,592834.028749182,9.7,5682867.38898451,2913945.78699364,271485,26262386,55207152.0800344,74284343.6299759,316028,972220699,825436488.25,65460346.981425,736956896,907070976,8018838839.625,1247145682.3526,6210978365,9844768766,10.3,9,8.4,10.4,9.2,11,11.1,8.1
ex0-run23,3.45517231225967,312987,6291433,5360186.39012366,1318050.01634956,19.6,4126088.43396226,3163459.57417625,240274,57718493,80692717.8830189,193663010.929905,2133140,1774559676,410030038.125,44248152.5829771,352259912,496074313,8018838839.625,2768466969.9526,5361850146,13315706296,15.9,13.7,14.4,16.8,15.2,26.3,33.6,21.4
ex0-run24,3.14610614776611,1764555,12582884,9456177.87691628,2926122.83562131,19.8,7425752.89016018,6838556.90174917,349347,91373304,146797965.02746,387650685.576958,4201291,3736114847,405631751.625,86934981.1109764,295076880,542479571,8018838839.625,4782180386.29525,1379109951,16982718090,20.4,14.3,4.7,23.9,8,23,48.5,16.7
ex0-run25,3.61926161050796,57977,4194304,4171318.7279407,223178.73041632,12.6,5903715.60813953,4005885.23747601,202473,28492167,74593849.6709302,89032432.1176109,1019300,795646818,634649427.875,39352075.9095323,573729635,712134730,8018838839.625,694055450.348245,6670313536,9060020159,13.5,15.8,10.8,12.5,12.1,12.9,11.5,12.3
ex0-run26,3.47090169986089,256301,8388602,8320455.3459144,592834.028749182,9.8,8920559.50204082,5745614.04997534,271485,33232636,87279878.5265306,103882262.151023,316028,1123107242,819576404.25,45493365.0607753,754804130,873573496,8018838839.625,700494992.128397,7111921663,9040524151,10.2,11.5,8.9,9.8,9.4,10,8.6,10
ex0-run27,3.41554232041041,312987,6291433,5360186.39012366,1318050.01634956,19.6,5683152.30034722,4688874.96809438,240274,74191898,111372761.661458,233972887.292083,2171185,2164484484,409186965.625,60750830.1724176,344144269,544930261,8018838839.625,1195642726.33104,6697482942,9605775890,16.5,27.8,12.5,24.5,15.7,22.3,19.9,22.1
ex0-run28,3.143075410525,1764555,12582884,9456177.87691628,2926122.83562131,19.8,8687349.07774799,8367520.20080109,349347,107293179,171985819.616622,417796850.988457,4201291,3736114847,405047650.75,102100630.965165,271569059,537683207,8018838839.625,3074223731.35503,4342474897,14722419188,15.1,27.2,13.5,18.8,17.1,16,17,39.3
ex0-run29,4.4751415292422,57977,4194304,4171318.7279407,223178.73041632,4.4,3223969.88316832,1995225.98526231,137473,28290969,14114567.8145215,15263488.7844711,186625,205201109,1831617889.875,64875473.5633496,1729992343,1914458723,8018838839.625,437242275.2817,7313645514,8414417397,4.4,4.5,4.4,4.1,4.2,4.5,4.5,4.5
ex0-run30,4.35245450735092,256301,8388602,8320455.3459144,592834.028749182,4,5211140.75917431,3068668.86095516,202473,34248536,21019236.801114,22291279.4364839,316028,301796071,1988050199.625,93756906.4771112,1831619897,2086109730,8018838839.625,619794666.278207,7160051711,8934468972,4,3.9,4.1,4,3.9,4.2,4.3,3.8
ex0-run31,3.50410635868708,312987,6291433,5360186.39012366,1318050.01634956,14,3832661.18288591,2675948.31214827,203383,67678667,53817710.3330537,168664671.492173,1221536,3451359695,571066516.25,64925620.8397096,497550465,682380461,8018838839.625,1844154014.93587,5862448604,11199576745,20.5,12.8,11.8,12.7,11.1,14.4,15.5,13.5
ex0-run32,3.25483642419179,1764555,12582884,9456177.87691628,2926122.83562131,15,6799133.96513471,6001400.10308097,349347,121200452,101665151.690967,334407879.412384,4162087,4836943503,536281691.5,58217534.3630999,474226440,636118851,8018838839.625,3834464648.43898,4104156366,16037003809,16.1,7.1,9.8,13.7,10.5,18.4,27.3,15.6
ex0-run33,4.3519060810407,57977,4194304,4171318.7279407,223178.73041632,4.5,14107695.4465162,6150353.32867644,354882,40735252,62954573.814524,38405952.155922,4180224,259733952,1796967707.5,47723966.4599489,1709999973,1855613156,8018838839.625,300223232.267435,7628333872,8519225261,4.5,4.3,4.3,4.6,4.5,4.6,4.3,4.6
ex0-run34,4.24812607367833,256301,8388602,8320455.3459144,592834.028749182,4.1,15734517.8594378,8210338.61700035,430306,64745012,64408344.0933735,47421051.1994671,3618914,343669692,1958947473.5,77524384.1901189,1837023263,2097320030,8018838839.625,578509076.177906,7340875458,9028351346,4.1,4.2,3.7,4.1,4.4,4,4,4.3
ex0-run35,3.41949035724004,312987,6291433,5360186.39012366,1318050.01634956,14.1,6315533.64127424,4481766.57769944,203383,71160321,88851399.8850416,221430045.359116,1221536,3615957337,569976911.125,56781382.3945798,495612254,672186195,8018838839.625,1827250998.21362,5868384936,11170231371,11.8,19.5,10.5,13.2,13.5,15.5,10.4,19.1
ex0-run36,3.28049562374751,1764555,12582884,9456177.87691628,2926122.83562131,15.3,8646279.49794239,7890729.6697246,349347,129973875,131997347.154321,383212089.267792,4201291,4848029227,525261479.5,99417257.3765485,423480915,741962413,8018838839.625,3243699191.61117,5101723748,14925557680,20.8,19.1,8.4,14.1,8.7,12,11.8,35.2
ex0-run69,4.20694750547409,57977,4194304,4171318.7279407,223178.73041632,5.2,96695403.1796875,13555105.9673222,68440073,146818864,501177427.476563,106575748.073552,301491670,807356143,1547126450.875,33724449.8354471,1496890833,1584715270,8018838839.625,293938281.773222,7569884621,8490161697,5.1,5.1,5.4,5.2,5.4,5.1,5.2,5
ex0-run70,4.09811160564423,256301,8388602,8320455.3459144,592834.028749182,4.8,104184435.507813,19597597.9846224,54753133,150170951,501177427.476563,135262168.484053,159240118,838375949,1666950968.125,87747353.4448909,1520224044,1770858251,8018838839.625,661648403.929085,6761669552,8878235137,4.8,5,4.9,4.6,5.1,4.4,4.8,4.9
ex0-run71,3.44421828985214,312987,6291433,5360186.39012366,1318050.01634956,15.7,32020478.5,13215316.0976805,3879734,113261517,501177427.476563,530983747.821054,6285916,3996579154,512327656,53094871.4904284,442041644,583543885,8018838839.625,2496254851.00229,4812109908,12951989872,21.4,16.2,11.7,14.4,8.7,12.3,27.2,15.9
ex0-run72,3.28325329224269,1764555,12582884,9456177.87691628,2926122.83562131,17,29516774.0390625,18971573.8222785,4043047,147345293,501177427.476563,763160742.21046,8283411,4902105204,472268384.625,95799257.3003109,311896145,596355680,8018838839.625,4088611227.22199,3592843502,16232234483,7.2,14.6,13.6,9.9,18.9,20,41,15.7
ex0-run73,3.60282562971115,57977,4194304,4171318.7279407,223178.73041632,13,38527166.890625,12632584.6109856,5831063,100695845,501177427.476563,298866762.53158,87898547,2066106930,616434670.25,38332701.6937536,573380230,687343638,8018838839.625,705762457.996847,7187175466,9172410432,12.7,12.3,15.1,11.9,14.9,12.3,11.6,13.5
ex0-run74,3.44897477229436,256301,8388602,8320455.3459144,592834.028749182,10.4,48264577.2109375,19477994.3723432,6145658,139157382,501177427.476563,311743274.031884,50303975,2256888994,772233235.375,37722814.6715562,706803638,824015015,8018838839.625,535710722.894208,7210104435,8777521446,10.5,9.4,11,10.3,11.5,10.6,9.6,10.4
ex0-run75,3.42480200131734,312987,6291433,5360186.39012366,1318050.01634956,19.3,25914593.140625,12286960.5649692,5542759,86931750,501177427.476563,535988573.888469,16802387,3657955973,414633490.25,60687916.9796388,311545130,486301938,8018838839.625,2508516368.61895,4187476946,10600068148,16.6,16.7,18.5,18.8,23,12,22,24.3
ex0-run76,3.24459451039632,1764555,12582884,9456177.87691628,2926122.83562131,19.3,27041723.3821138,16008250.5191778,3709172,92531942,521550493.634146,727438064.911895,6282040,4919730820,415766497,62862308.5340773,327176242,534846564,8018838839.625,2874337231.88539,4660269519,13485875715,22.4,18.2,23.3,16.1,20.8,12.2,25.2,13.9
ex0-run77,3.62779740095139,57977,4194304,4171318.7279407,223178.73041632,12.9,38911221.203125,11565006.4024154,12293714,69695372,501177427.476563,247214171.899537,71197646,1478264879,622579539.25,38677630.188788,569106118,691300819,8018838839.625,1150135630.69998,6255714992,10205274332,12.7,13.5,11,11.8,13.3,12.6,14.8,13.1
ex0-run78,3.52156702677409,256301,8388602,8320455.3459144,592834.028749182,10.1,49690980.4921875,16394665.9023176,16458442,85474181,501177427.476563,277076960.063594,41916276,1586532341,795055687.875,61047612.1788236,675772009,865057103,8018838839.625,1547531857.89194,5732863397,11273822362,9.4,10,8.5,9.5,10,10.5,13,9.4
ex0-run79,3.46341690619787,312987,6291433,5360186.39012366,1318050.01634956,19.8,25284861,13041347.2552146,6199349,106949697,501177427.476563,526479759.399204,9149121,2545877997,404557776,20027256.2162655,375098758,444467483,8018838839.625,2357075131.15563,5613730399,11753709201,13.5,19,14.4,18.6,15.9,27.3,29.6,20.3
ex0-run80,3.17648083766301,1764555,12582884,9456177.87691628,2926122.83562131,20.2,26035010.1803279,18528869.0258014,684849,131471663,525825497.680328,722823547.539948,4427805,3797275277,397033905.25,72998533.9912894,320824967,530284390,8018838839.625,3862057898.72907,4751457460,14685204016,12.3,15.1,17.4,14.8,14.8,31.5,37.3,18
ex0-run81,4.19215700229009,57977,4194304,4171318.7279407,223178.73041632,5.1,97656896.8125,13713529.7736584,64659047,147170638,501177427.476563,106397731.106056,301543137,807357189,1562510349,35549063.4629152,1506346833,1598016374,8018838839.625,290810274.342953,7528035922,8465018642,5,5,5.4,5.2,5.3,5.1,5.1,4.9
ex0-run82,4.11031401952108,256301,8388602,8320455.3459144,592834.028749182,4.8,105311065.804688,19660322.4433708,54753133,152822468,501177427.476563,133659553.041172,159240118,834170397,1684977052.875,89037402.4180481,1526957047,1787130245,8018838839.625,665875752.627974,6736546224,8853096761,4.7,4.9,4.9,4.5,5,4.4,4.7,4.8
ex0-run83,3.45706917047501,312987,6291433,5360186.39012366,1318050.01634956,14.9,33712517.984375,13600527.0862935,3879734,113261517,501177427.476563,526863962.119454,6285916,3967189058,539400287.75,50514546.5584719,475347810,604187033,8018838839.625,2484983968.41236,4836421213,12914452144,20.2,14.7,11.3,13.8,8.4,11.8,26,14.9
ex0-run84,3.24366232554118,1764555,12582884,9456177.87691628,2926122.83562131,16.2,30911253.890625,19421742.2683336,4043047,161395294,501177427.476563,761004680.391456,8283411,4792296041,494580062.25,90869905.3901186,330583058,592452409,8018838839.625,4176891701.85791,3613359015,16686766425,7.1,13.9,13.5,9,17.9,19.4,37.1,15.1
